,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
1032,CPFD13002           ,172.94,184.35,612871.82,7736734.22,1054.02,1.61,5.6,27.2,5.88,2.33,0.066,38.0,0.33,5.6,IS,IC,IC,IC,IC
1033,CPFD13004           ,13.26,28.173,613845.61,7736230.09,1216.16,0.233,0.047,35.871,0.05,0.24,0.032,46.989,0.02,0.386,IS,IS,IS,IS,IS
1034,CPFD13004           ,28.173,43.087,613838.63,7736228.25,1203.11,0.245,0.032,33.918,0.125,0.188,0.034,50.141,0.047,0.539,IS,IS,IS,IS,IS
1035,CPFD13004           ,43.087,58.0,613831.59,7736226.37,1190.1,0.137,0.039,33.26,0.651,0.166,0.017,49.858,0.021,-0.027,IS,IS,IS,IS,IS
1036,CPFD13004           ,58.0,71.513,613824.86,7736224.54,1177.71,0.053,4.308,28.179,4.374,0.092,0.045,41.506,0.03,7.323,IC,IC,IC,IC,IC
1037,CPFD13004           ,71.513,85.025,613818.42,7736222.78,1165.97,0.12,7.758,25.138,5.71,0.129,0.036,36.812,0.021,11.63,IC,IC,IC,IC,IC
1038,CPFD13004           ,85.025,98.538,613811.89,7736221.05,1154.26,0.112,7.176,25.725,5.073,0.125,0.036,39.468,0.028,10.534,IC,IC,IC,IC,IC
1039,CPFD13004           ,98.538,112.051,613805.28,7736219.34,1142.6,0.05,6.419,26.7,3.852,0.148,0.028,40.181,0.028,9.417,IC,IC,IC,IC,IC
1040,CPFD13004           ,112.051,125.564,613798.56,7736217.63,1131.0,0.121,5.646,29.072,3.255,0.134,0.04,39.531,0.046,8.105,IC,IC,IC,IC,IC
1041,CPFD13004           ,125.564,139.076,613791.62,7736215.92,1119.54,0.085,5.328,29.246,2.896,0.11,0.033,40.798,0.023,7.624,IC,IC,IC,IC,IC
1042,CPFD13004           ,139.076,152.589,613784.37,7736214.18,1108.27,0.093,6.132,28.055,3.2,0.157,0.034,40.524,0.039,8.674,IC,IC,IC,IC,IC
1043,CPFD13004           ,152.589,166.102,613776.86,7736212.44,1097.17,0.118,5.64,27.498,2.998,0.142,0.03,41.836,0.042,8.069,IC,IC,IC,IC,IC
1044,CPFD13004           ,166.102,179.615,613769.16,7736210.62,1086.22,0.104,5.182,28.352,3.057,0.114,0.034,41.766,0.032,7.258,IC,IC,IC,IC,IC
1045,CPFD13004           ,179.615,193.127,613761.34,7736208.62,1075.38,0.064,4.517,29.601,2.54,0.125,0.036,43.414,0.04,6.204,IC,IC,IC,IS,IC
1046,CPFD13004           ,193.127,206.64,613753.52,7736206.43,1064.59,0.05,2.325,32.322,2.871,0.112,0.034,45.216,0.032,3.388,IC,IC,IC,IS,IC
1047,CPFD13005           ,154.55,166.333,612454.6,7736955.11,1178.95,3.13,0.04,22.5,0.16,2.82,0.05,55.2,0.26,5.98,IM,IM,IM,IM,IM
1048,CPFD13005           ,166.333,178.117,612448.47,7736953.48,1169.02,2.422,0.049,23.486,0.151,2.255,0.049,54.303,0.17,5.576,IM,IM,IM,IG,IM
1049,CPFD13005           ,178.117,189.9,612442.34,7736951.9,1159.08,2.697,0.05,21.934,0.237,2.38,0.047,55.152,0.184,5.443,IM,IM,IM,IG,IM
1050,CPFD13005           ,189.9,202.0,612436.12,7736950.31,1149.02,1.03,0.05,32.5,0.19,0.37,0.065,47.6,0.06,4.64,IG,IG,IM,IS,IG
1051,CPFD13005           ,202.0,215.0,612429.6,7736948.61,1138.43,4.89,0.05,25.1,0.26,2.06,0.101,50.1,0.38,6.09,IM,IM,IM,IM,IM
1052,CPFD13005           ,228.0,239.1,612416.76,7736944.97,1117.23,3.18,0.06,22.0,0.26,3.25,0.058,55.3,0.22,6.2,IM,IM,IM,IM,IM
1053,CPFD13005           ,242.0,254.083,612409.57,7736942.62,1104.87,1.95,0.05,22.4,0.21,2.58,0.06,56.8,0.12,5.43,IM,IM,IM,IS,IM
1054,CPFD13005           ,254.083,266.167,612403.65,7736940.53,1094.54,1.455,0.051,20.828,0.138,1.35,0.057,63.639,0.102,4.363,IM,IM,IM,IS,IS
1055,CPFD13005           ,266.167,278.25,612397.76,7736938.36,1084.22,3.03,0.06,21.8,0.27,2.69,0.071,57.5,0.22,5.56,IM,IM,IM,IM,IM
1056,CPFD13005           ,286.88,299.2,612387.72,7736934.43,1066.4,0.21,0.02,38.7,0.05,0.07,0.01,42.9,0.005,0.77,IS,IS,IS,IS,IS
1057,CPFD13006           ,12.0,22.8,612728.63,7736296.8,1103.8,0.7,0.02,55.3,0.05,0.15,0.064,17.1,0.03,1.53,IS,IS,IS,IR,IG
1058,CPFD13006           ,39.25,54.0,612713.99,7736292.33,1078.91,0.347,0.035,39.159,0.05,0.537,0.026,42.39,0.018,0.297,IS,IS,IS,IS,IS
1059,CPFD13006           ,64.3,76.43,612701.92,7736288.47,1058.83,0.43,0.03,31.9,0.05,0.83,0.041,52.2,0.02,0.99,IM,IS,IS,IS,IS
1060,CPFD13006           ,94.4,106.033,612686.5,7736283.36,1033.79,0.18,0.02,40.5,0.15,0.33,0.028,40.5,0.01,1.09,IS,IS,IS,IS,IS
1061,CPFD13006           ,106.033,117.667,612680.36,7736281.28,1024.12,0.348,0.029,35.823,0.282,0.304,0.041,47.384,0.006,1.496,IS,IS,IS,IS,IS
1062,CPFD13006           ,117.667,129.3,612674.2,7736279.16,1014.49,0.454,0.022,36.195,0.246,0.254,0.038,46.693,0.016,1.389,IS,IS,IS,IS,IS
1063,CPFD13006           ,129.3,142.75,612667.53,7736276.79,1004.14,0.283,0.015,35.126,0.112,0.303,0.019,49.383,0.005,0.482,IS,IS,IS,IS,IS
1064,CPFD13006           ,158.67,172.997,612651.44,7736271.06,979.71,0.334,0.02,34.609,0.123,0.174,0.033,50.535,0.01,0.481,IS,IS,IS,IS,IS
1065,CPFD13006           ,172.997,187.323,612643.57,7736268.35,968.05,0.252,0.02,34.728,0.05,0.191,0.024,49.845,0.005,0.487,IS,IS,IS,IS,IS
1066,CPFD13006           ,187.323,201.65,612635.66,7736265.71,956.39,0.438,0.02,34.175,0.05,0.203,0.022,51.185,0.017,0.415,IS,IS,IS,IS,IS
1067,CPFD13006           ,210.75,226.225,612622.28,7736261.36,936.95,0.418,0.02,31.86,0.245,0.298,0.028,54.184,0.012,0.552,IS,IS,IS,IS,IS
1068,CPFD13006           ,226.225,241.7,612613.64,7736258.64,924.4,0.359,0.02,32.34,1.332,0.278,0.04,51.795,0.015,0.626,IS,IS,IS,IS,IS
1069,CPFD13006           ,249.4,262.063,612601.5,7736254.96,906.71,0.57,0.03,34.4,0.52,0.4,0.053,50.2,0.03,0.59,IS,IS,IS,IS,IS
1070,CPFD13006           ,262.063,274.725,612594.43,7736252.86,896.42,0.317,0.02,34.011,0.238,0.225,0.031,49.616,0.011,0.551,IS,IS,IS,IS,IS
1071,CPFD13006           ,274.725,287.388,612587.36,7736250.79,886.12,1.626,0.02,34.189,0.06,0.125,0.042,49.316,0.313,1.052,IS,IS,IS,IS,IG
1072,CPFD13006           ,287.388,300.05,612580.25,7736248.73,875.85,0.484,0.02,33.513,0.05,0.372,0.019,49.4,0.051,0.55,IS,IS,IS,IS,IS
1073,CPFD13007           ,11.83,24.382,612456.51,7736639.77,1311.9,0.632,0.01,53.422,0.05,0.376,0.027,20.246,0.01,0.615,IS,IS,IS,IG,IG
1074,CPFD13007           ,24.382,36.933,612450.12,7736638.36,1301.18,0.666,0.01,45.965,0.05,0.074,0.02,32.416,0.009,0.487,IS,IS,IS,IG,IG
1075,CPFD13007           ,36.933,49.485,612443.75,7736636.85,1290.48,0.954,0.01,45.383,0.05,0.153,0.031,31.226,0.005,1.059,IS,IS,IS,IG,IG
1076,CPFD13007           ,49.485,62.037,612437.42,7736635.26,1279.75,0.821,0.01,42.459,0.05,0.229,0.024,35.699,0.005,1.158,IS,IS,IS,IG,IG
1077,CPFD13007           ,62.037,74.588,612431.1,7736633.58,1269.04,1.086,0.01,39.561,0.05,0.217,0.025,40.731,0.006,0.981,IS,IS,IS,IS,IG
1078,CPFD13007           ,74.588,87.14,612424.75,7736631.84,1258.36,1.028,0.01,40.327,0.052,0.172,0.044,38.512,0.02,1.128,IS,IS,IS,IG,IG
1079,CPFD13007           ,87.14,99.692,612418.36,7736630.06,1247.7,0.96,0.01,38.1,0.12,0.24,0.042,41.9,0.02,1.07,IS,IS,IS,IS,IS
1080,CPFD13007           ,99.692,112.243,612411.93,7736628.24,1237.07,0.283,0.01,40.192,0.05,0.31,0.021,41.601,0.02,0.602,IS,IS,IS,IS,IS
1081,CPFD13007           ,112.243,124.795,612405.44,7736626.36,1226.5,0.28,0.01,42.217,0.05,0.348,0.032,36.51,0.03,1.195,IS,IS,IS,IS,IS
1082,CPFD13007           ,124.795,137.347,612398.92,7736624.41,1215.95,1.168,0.01,41.098,0.05,0.276,0.028,38.149,0.021,0.693,IS,IS,IS,IG,IG
1083,CPFD13007           ,137.347,149.898,612392.43,7736622.43,1205.39,0.742,0.01,44.111,0.103,0.119,0.025,34.566,0.02,0.668,IS,IS,IS,IG,IG
1084,CPFD13007           ,149.898,162.45,612385.96,7736620.46,1194.82,0.595,0.01,47.913,0.101,0.109,0.036,28.81,0.037,0.875,IS,IS,IS,IG,IG
1085,CPFD13007           ,162.45,175.45,612379.43,7736618.48,1184.02,3.65,0.03,24.8,0.21,1.57,0.072,54.4,0.27,3.27,IM,IM,IM,IG,IM
1086,CPFD13007           ,175.45,188.45,612372.85,7736616.53,1172.98,3.59,0.02,30.3,0.13,1.62,0.084,44.5,0.23,6.33,IM,IM,IM,IM,IM
1087,CPFD13008           ,22.8,37.225,613176.35,7736268.31,1036.09,0.694,0.061,66.638,0.21,0.469,0.026,1.175,0.048,0.741,HM,HM,HM,HM,HM
1088,CPFD13008           ,37.225,51.65,613169.69,7736266.36,1023.44,0.498,0.065,67.356,0.215,0.498,0.019,0.947,0.03,0.507,HM,HM,HM,HM,HM
1089,CPFD13008           ,51.65,63.87,613163.52,7736264.56,1011.77,0.63,0.13,66.4,0.27,0.28,0.042,2.27,0.03,0.46,HM,HM,HM,HM,HM
1090,CPFD13008           ,77.42,89.305,613151.5,7736261.1,989.43,0.42,0.23,66.4,0.33,0.66,0.043,0.79,0.03,0.63,HM,HM,HM,HM,HM
1091,CPFD13008           ,89.305,101.19,613145.85,7736259.45,979.11,0.465,0.312,66.944,0.357,0.642,0.023,0.853,0.03,0.938,HM,HM,HM,HM,HM
1092,CPFD13008           ,101.19,113.075,613140.17,7736257.78,968.8,0.649,0.231,66.188,0.36,0.827,0.023,1.031,0.03,1.002,HM,HM,HM,HM,HM
1093,CPFD13008           ,113.075,124.96,613134.5,7736256.11,958.49,0.633,0.109,66.359,0.367,1.057,0.019,1.293,0.037,0.974,HM,HM,HM,HM,HM
1094,CPFD13008           ,124.96,137.79,613128.62,7736254.38,947.76,0.76,0.02,57.2,2.96,0.89,0.037,9.76,0.03,1.65,IM,IS,IR,IR,IR
1095,CPFD13008           ,137.79,149.777,613122.76,7736252.65,936.96,0.26,0.06,37.0,0.34,0.16,0.028,47.5,0.04,0.14,IS,IS,IS,IS,IS
1096,CPFD13008           ,149.777,161.763,613117.11,7736251.0,926.52,0.251,0.033,42.218,0.258,0.224,0.018,38.071,0.008,0.46,IS,IS,IR,IS,IS
1097,CPFD13008           ,161.763,173.75,613111.47,7736249.37,916.07,0.391,0.047,45.774,0.541,0.429,0.036,31.467,0.034,0.748,IS,IS,IR,IS,IG
1098,CPFD13008           ,173.75,187.375,613105.43,7736247.66,904.91,0.546,1.466,39.016,8.805,1.763,0.492,25.602,0.03,3.388,IM,IC,IR,IC,IC
1099,CPFD13008           ,187.375,201.0,613098.97,7736245.87,893.04,0.548,0.154,56.74,1.722,1.091,0.069,12.325,0.02,1.328,IM,IM,IR,IR,IR
1100,CPFD13008           ,201.0,211.46,613093.29,7736244.35,882.54,0.52,0.02,65.4,0.17,0.94,0.04,2.2,0.03,0.85,HM,HM,IR,HM,HM
1101,CPFD13008           ,211.46,221.92,613088.37,7736243.05,873.39,0.52,0.02,66.763,0.14,0.516,0.029,1.549,0.038,0.623,HM,HM,HM,HM,HM
1102,CPFD13008           ,221.92,235.53,613082.75,7736241.58,862.85,0.45,0.025,47.78,0.05,0.224,0.023,30.158,0.035,0.411,IS,IS,IR,IG,IG
1103,CPFD13008           ,251.7,269.3,613068.01,7736237.72,834.97,0.696,0.049,65.547,0.193,0.561,0.028,3.038,0.052,0.656,HM,HM,IR,HM,HM
1104,CPFD13009           ,3.65,16.65,612890.9,7735822.15,1194.51,0.69,0.02,46.6,0.05,0.04,0.081,28.4,0.02,3.9,IG,IS,IG,IG,IG
1105,CPFD13009           ,16.65,29.65,612884.77,7735820.91,1183.11,0.65,0.02,39.2,0.05,0.04,0.061,40.7,0.04,2.55,IS,IS,IG,IS,IG
1106,CPFD13009           ,29.65,42.65,612878.65,7735819.59,1171.71,0.79,0.02,42.8,0.05,0.04,0.077,34.3,0.06,3.54,IG,IS,IG,IG,IG
1107,CPFD13009           ,56.95,69.95,612865.98,7735816.48,1147.74,0.51,0.02,44.2,0.05,0.09,0.067,33.0,0.02,2.68,IS,IS,IG,IG,IG
1108,CPFD13009           ,69.95,82.95,612860.04,7735814.91,1136.28,0.53,0.02,40.6,0.05,0.06,0.082,38.3,0.02,3.2,IG,IS,IG,IG,IG
1109,CPFD13009           ,82.95,95.95,612854.14,7735813.34,1124.8,0.41,0.02,41.5,0.05,0.11,0.08,36.6,0.005,4.84,IG,IS,IG,IG,IG
1110,CPFD13009           ,95.95,109.19,612848.28,7735811.76,1113.17,0.484,0.02,37.293,0.05,0.069,0.054,43.09,0.021,2.197,IS,IS,IG,IS,IS
1111,CPFD13009           ,109.19,122.43,612842.51,7735810.17,1101.36,0.591,0.02,34.2,0.05,0.063,0.066,46.443,0.03,2.599,IS,IS,IG,IS,IS
1112,CPFD13009           ,122.43,135.67,612836.82,7735808.58,1089.51,0.457,0.02,37.436,0.05,0.059,0.07,43.474,0.019,2.628,IS,IS,IS,IS,IS
1113,CPFD13009           ,153.05,171.43,612822.5,7735804.51,1059.84,0.289,0.012,46.58,0.05,0.082,0.063,29.44,0.02,2.287,IS,IS,IS,IG,IG
1114,CPFD13009           ,171.43,184.785,612815.57,7735802.47,1045.72,0.518,0.02,34.721,0.05,0.125,0.073,46.23,0.023,1.992,IS,IS,IS,IS,IS
1115,CPFD13009           ,184.785,198.14,612809.66,7735800.66,1033.88,0.577,0.02,34.178,0.05,0.118,0.074,46.887,0.03,1.726,IS,IS,IS,IS,IS
1116,CPFD13009           ,198.14,210.145,612803.98,7735798.91,1022.68,0.4,0.02,35.5,0.05,0.06,0.072,46.7,0.03,1.67,IS,IS,IS,IS,IS
1117,CPFD13009           ,210.145,222.15,612798.54,7735797.23,1012.11,0.455,0.02,35.041,0.05,0.088,0.081,47.342,0.03,2.064,IS,IS,IS,IS,IS
1118,CPFD13009           ,222.15,235.33,612792.79,7735795.45,1001.05,0.677,0.02,34.962,0.05,0.14,0.075,48.238,0.03,1.775,IS,IS,IS,IS,IS
1119,CPFD13009           ,235.33,248.51,612786.72,7735793.58,989.5,0.597,0.02,33.605,0.222,0.149,0.055,49.178,0.052,1.436,IS,IS,IS,IS,IS
1120,CPFD13009           ,251.5,264.325,612779.29,7735791.27,975.53,0.4,0.02,34.4,0.05,0.09,0.024,50.7,0.05,0.22,IS,IS,IS,IS,IS
1121,CPFD13009           ,264.325,277.15,612773.26,7735789.37,964.37,0.43,0.03,31.737,0.05,0.021,0.017,54.843,0.02,0.2,IS,IS,IS,IS,IS
1122,CPFD13010           ,7.85,23.135,612604.29,7736475.98,1204.4,0.224,0.186,37.116,0.129,0.355,0.03,45.069,0.01,1.06,IS,IS,IS,IS,IS
1123,CPFD13010           ,23.135,38.42,612596.78,7736474.09,1191.22,0.169,0.206,36.022,0.105,0.245,0.038,45.962,0.007,2.055,IS,IS,IS,IS,IS
1124,CPFD13010           ,38.42,54.51,612588.89,7736472.11,1177.81,0.435,0.038,35.931,0.126,0.241,0.054,45.003,0.026,2.433,IS,IS,IS,IS,IS
1125,CPFD13010           ,54.51,70.6,612580.57,7736470.07,1164.19,0.304,0.03,38.154,0.11,0.472,0.029,43.84,0.015,0.944,IS,IS,IS,IS,IS
1126,CPFD13010           ,70.6,81.4,612573.57,7736468.35,1152.84,0.36,0.04,41.5,0.12,0.62,0.022,38.7,0.02,0.26,IS,IS,IS,IS,IS
1127,CPFD13010           ,81.4,94.845,612567.22,7736466.85,1142.62,0.286,0.02,38.711,0.05,0.291,0.025,43.226,0.005,0.918,IS,IS,IS,IS,IS
1128,CPFD13010           ,94.845,108.29,612560.11,7736465.19,1131.33,0.248,0.02,38.374,0.05,0.403,0.022,43.075,0.013,0.907,IS,IS,IS,IS,IS
1129,CPFD13010           ,108.29,118.545,612553.81,7736463.73,1121.4,0.2,0.03,42.8,0.05,0.19,0.027,36.6,0.02,0.33,IS,IS,IS,IS,IS
1130,CPFD13010           ,118.545,128.8,612548.32,7736462.5,1112.83,0.185,0.023,39.465,0.102,0.22,0.026,41.417,0.02,0.449,IS,IS,IS,IS,IS
1131,CPFD13010           ,128.8,146.0,612540.94,7736460.85,1101.37,0.413,0.02,39.781,0.289,0.375,0.03,40.793,0.014,0.66,IS,IS,IS,IS,IS
1132,CPFD13010           ,152.31,166.15,612529.2,7736458.08,1083.17,0.815,0.045,37.4,0.125,1.995,0.056,39.65,0.043,2.135,IS,IM,IS,IS,IG
1133,CPFD13010           ,175.15,189.0,612516.82,7736455.08,1064.21,0.57,0.02,42.1,0.564,0.22,0.032,37.554,0.015,0.41,IS,IS,IS,IS,IG
1134,CPFD13010           ,193.5,210.8,612505.8,7736452.42,1047.65,0.6,0.025,42.743,0.125,0.206,0.049,35.345,0.018,1.681,IS,IS,IS,IG,IG
1135,CPFD13010           ,215.1,232.4,612493.81,7736449.5,1029.92,0.189,0.022,40.318,0.05,0.22,0.053,40.218,0.011,1.874,IS,IS,IS,IS,IS
1136,CPFD13010           ,232.4,244.8,612485.52,7736447.48,1017.76,1.91,0.04,36.8,0.05,4.43,0.063,34.4,0.12,3.6,IM,IM,IM,IM,IM
1137,CPFD13010           ,248.85,261.233,612476.2,7736445.26,1004.41,0.88,0.05,31.4,0.14,6.28,0.057,40.0,0.06,4.17,IM,IM,IM,IM,IM
1138,CPFD13010           ,261.233,273.617,612469.14,7736443.57,994.37,3.065,0.04,18.477,0.159,4.617,0.067,60.809,0.288,4.541,IM,IM,IM,IM,IM
1139,CPFD13010           ,273.617,286.0,612462.14,7736441.87,984.3,0.668,0.04,26.624,0.061,2.909,0.035,54.607,0.048,2.21,IM,IM,IM,IS,IS
1140,CPFD13010           ,300.2,313.075,612447.1,7736438.2,962.38,1.7,0.05,35.8,0.19,8.75,0.131,27.1,0.04,6.88,IM,IM,IM,IM,IM
1141,CPFD13010           ,313.075,325.95,612439.79,7736436.42,951.94,2.809,0.05,35.701,0.111,12.86,0.187,17.791,0.099,9.207,IM,IM,IM,IM,IM
1142,CPFD13010           ,325.95,337.135,612432.97,7736434.79,942.16,0.16,0.02,26.9,0.05,0.42,0.024,59.2,0.005,0.73,IS,IS,IS,IS,IS
1143,CPFD13010           ,337.135,348.32,612426.67,7736433.34,933.04,0.152,0.028,29.413,0.05,0.202,0.019,57.776,0.005,0.588,IS,IS,IS,IS,IS
1144,CPFD13010           ,348.32,359.66,612420.32,7736431.91,923.84,2.24,0.04,41.0,0.05,0.6,0.173,32.2,0.15,4.63,IG,IG,IM,IG,IG
1145,CPFD13010           ,359.66,371.0,612413.95,7736430.53,914.57,2.095,0.04,40.317,0.05,0.677,0.164,33.822,0.133,4.4,IG,IG,IM,IG,IG
1146,CPFD13010           ,373.35,387.475,612405.5,7736428.78,902.19,2.32,0.069,32.094,0.058,6.219,0.122,36.216,0.18,5.07,IM,IM,IM,IM,IM
1147,CPFD13010           ,387.475,401.6,612397.61,7736427.19,890.58,1.657,0.104,37.361,0.095,3.144,0.091,36.51,0.131,3.301,IM,IM,IM,IM,IM
1148,CPFD13010           ,404.7,420.64,612387.51,7736425.25,875.65,1.099,0.032,45.348,0.107,6.164,0.08,21.306,0.044,3.464,IM,IM,IM,IM,IM
1149,CPFD13010           ,420.64,436.58,612378.61,7736423.64,862.53,0.941,0.04,39.146,0.05,4.566,0.06,33.127,0.056,3.005,IM,IM,IM,IM,IM
1150,CPFD13010           ,436.58,446.915,612371.27,7736422.38,851.71,0.25,0.07,43.303,0.05,0.459,0.009,35.698,0.005,0.22,IS,IS,IS,IS,IS
1151,CPFD13010           ,446.915,457.25,612365.48,7736421.45,843.2,0.16,0.03,45.6,0.05,0.1,0.003,34.4,0.01,-0.03,IS,IS,IS,IS,IG
1152,CPFD13010           ,480.45,492.43,612346.08,7736418.52,814.99,3.08,0.14,50.2,0.37,0.74,0.054,21.0,0.21,2.11,IM,IS,IM,IG,IG
1153,CPFD13011           ,59.8,76.5,613619.67,7736072.11,1056.55,2.859,0.11,51.192,1.996,1.256,0.128,16.626,0.284,3.074,IM,IM,IC,IG,IM
1154,CPFD13011           ,179.05,192.05,613559.13,7736057.43,957.05,1.09,20.2,23.5,13.6,0.35,0.063,1.77,0.07,29.61,IC,IC,IC,IC,IC
1155,CPFD13011           ,283.05,296.05,613504.82,7736041.82,869.75,0.98,20.2,22.4,14.0,0.25,0.035,1.71,0.05,30.07,IC,IC,IC,IC,IC
1156,CPFD13011           ,346.25,361.9,613471.42,7736032.91,815.26,1.153,17.831,30.541,10.392,0.26,0.053,2.09,0.076,24.478,IC,IC,IC,IC,IC
1157,CPFD13012           ,236.6,249.73,612966.23,7737338.0,1027.38,6.677,0.082,32.338,0.299,8.485,0.151,24.332,0.483,9.481,IM,IM,IM,IM,IM
1158,CPFD13012           ,249.73,262.86,612964.09,7737338.4,1014.44,3.745,0.078,30.224,0.274,11.85,0.133,26.95,0.197,8.612,IM,IM,IM,IM,IM
1159,CPFD13012           ,262.86,275.99,612961.91,7737338.78,1001.5,4.077,0.077,29.287,0.295,8.669,0.124,34.672,0.212,6.127,IM,IM,IM,IM,IM
1160,CPFD13012           ,275.99,289.12,612959.69,7737339.26,988.56,3.904,0.1,37.494,0.288,10.86,0.131,20.317,0.219,6.928,IM,IM,IM,IM,IM
1161,CPFD13012           ,289.12,302.25,612957.5,7737339.86,975.63,4.665,0.068,31.12,0.3,4.406,0.15,38.679,0.294,4.778,IM,IM,IM,IM,IM
1162,CPFD13014           ,396.1,407.65,612817.33,7735510.1,778.37,0.77,0.06,30.6,0.41,0.47,0.013,54.0,0.06,0.65,IS,IS,IS,IS,IS
1163,CPFD13014           ,443.6,453.4,612801.78,7735508.28,734.45,0.29,0.02,35.8,0.05,0.33,0.023,48.4,0.02,0.35,IS,IS,IS,IS,IS
1164,CPFD13014           ,453.4,463.2,612798.36,7735507.85,725.28,0.25,0.02,33.443,0.05,0.29,0.02,50.824,0.027,0.532,IS,IS,IS,IS,IS
1165,CPFD13014           ,463.2,475.117,612794.52,7735507.4,715.13,0.26,0.02,29.4,0.05,0.36,0.018,56.6,0.03,0.31,IS,IS,IS,IS,IS
1166,CPFD13014           ,475.117,487.033,612790.27,7735506.94,704.01,2.287,0.047,31.673,0.05,0.615,0.052,48.873,0.53,1.655,IS,IS,IS,IG,IS
1167,CPFD13014           ,487.033,498.95,612785.99,7735506.49,692.9,1.721,0.034,29.364,0.189,0.673,0.053,53.582,0.269,1.283,IS,IS,IS,IS,IS
1168,CPFD13014           ,503.2,518.31,612779.58,7735505.82,676.34,1.561,0.07,30.753,0.525,0.765,0.046,51.144,0.255,1.276,IS,IS,IS,IS,IS
1169,CPFD13014           ,523.25,539.4,612772.12,7735504.94,657.19,0.295,0.038,36.742,0.391,0.224,0.025,45.505,0.028,0.408,IS,IS,IS,IS,IS
1170,CPFD13014           ,539.4,555.55,612766.18,7735504.2,642.19,0.228,0.034,41.605,0.187,0.269,0.016,39.533,0.024,0.185,IS,IS,IS,IS,IS
1171,CPFD13015           ,44.2,61.7,612567.34,7737083.19,1267.21,1.585,0.035,34.75,0.05,0.05,0.04,48.45,0.035,0.565,IS,IS,IM,IS,IG
1172,CPFD13015           ,80.13,90.99,612557.36,7737080.83,1236.26,3.6,0.06,22.3,0.26,3.73,0.216,51.8,0.24,6.64,IM,IM,IM,IM,IM
1173,CPFD13015           ,101.85,112.71,612551.82,7737079.37,1215.31,3.318,0.06,23.531,0.197,2.102,0.154,54.945,0.286,5.366,IM,IM,IM,IM,IM
1174,CPFD13015           ,130.93,144.174,612546.1,7737077.62,1185.65,1.736,0.046,36.0,0.095,4.474,0.117,35.725,0.098,4.258,IM,IM,IM,IM,IM
1175,CPFD13015           ,144.174,157.418,612544.2,7737076.99,1172.56,1.008,0.038,33.545,0.05,1.735,0.061,47.094,0.067,1.99,IM,IM,IS,IS,IS
1176,CPFD13015           ,157.418,170.662,612542.73,7737076.5,1159.41,0.698,0.04,30.618,0.05,1.515,0.052,51.637,0.037,1.658,IM,IM,IS,IS,IS
1177,CPFD13015           ,170.662,183.906,612541.68,7737076.21,1146.21,0.638,0.047,31.126,0.05,2.394,0.073,49.661,0.021,2.08,IM,IM,IS,IS,IS
1178,CPFD13015           ,183.906,197.15,612540.82,7737076.03,1133.0,0.608,0.051,34.007,0.088,2.158,0.056,45.771,0.026,2.174,IM,IM,IS,IS,IS
1179,CPFD13015           ,200.3,216.25,612539.6,7737075.77,1115.29,0.275,0.052,29.637,0.05,0.131,0.039,56.302,0.022,1.276,IS,IS,IS,IS,IS
1180,CPFD13015           ,216.25,227.27,612538.59,7737075.54,1101.85,0.86,0.03,36.3,0.14,0.24,0.039,46.0,0.07,0.61,IS,IS,IS,IS,IS
1181,CPFD14001           ,4.8,19.737,613134.54,7736514.8,1114.02,0.639,13.726,36.363,8.979,0.351,0.052,3.685,0.04,20.117,IC,IC,IC,IC,IC
1182,CPFD14001           ,19.737,34.673,613129.63,7736513.73,1099.95,0.467,18.501,26.131,12.144,0.645,0.041,1.968,0.04,27.956,IC,IC,IC,IC,IC
1183,CPFD14001           ,34.673,49.61,613124.75,7736512.69,1085.87,0.211,14.865,32.39,7.865,0.591,0.042,7.936,0.023,20.604,IC,IC,IC,IC,IC
1184,CPFD14001           ,49.61,62.888,613120.21,7736511.7,1072.55,0.18,0.095,32.149,0.166,0.336,0.011,51.907,0.02,0.661,IS,IS,IC,IS,IS
1185,CPFD14001           ,62.888,76.165,613115.95,7736510.78,1060.01,0.179,0.052,33.875,0.212,0.233,0.013,49.367,0.02,1.661,IS,IS,IC,IS,IS
1186,CPFD14001           ,76.165,89.443,613111.68,7736509.84,1047.47,0.225,0.046,34.34,0.161,0.211,0.017,48.777,0.016,1.484,IS,IS,IC,IS,IS
1187,CPFD14001           ,89.443,102.72,613107.34,7736508.91,1034.96,0.151,0.113,32.055,0.074,0.283,0.028,52.23,0.01,0.726,IS,IS,IC,IS,IS
1188,CPFD14001           ,102.72,115.72,613102.88,7736508.0,1022.63,0.15,9.32,24.3,3.83,0.24,0.054,36.7,0.02,13.05,IC,IC,IC,IC,IC
1189,CPFD14001           ,115.72,128.72,613098.33,7736507.12,1010.49,0.11,1.54,30.9,0.29,0.14,0.02,50.4,0.01,1.76,IC,IC,IC,IS,IS
1190,CPFD14001           ,128.72,141.72,613093.68,7736506.26,998.38,0.16,5.78,30.9,2.26,0.22,0.136,38.2,0.02,6.98,IC,IC,IC,IC,IC
1191,CPFD14001           ,141.72,154.72,613088.86,7736505.41,986.34,0.22,6.63,26.9,4.29,0.14,0.038,38.4,0.03,9.83,IC,IC,IC,IC,IC
