,ln+_line_number_(readonly)+,rn+_relative_number_(readonly)+,xb+_begin_of_sample,yb+_begin_of_sample,zb+_begin_of_sample,xe+_end_of_sample,ye+_end_of_sample,ze+_end_of_sample,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,re_gt63c,ibs,hba,ibg,ibr,ibm,hcp,ics,icr,icg,icm,icc,cp,sn,eng,lito,soma,lito_eval,evaluation
0,1,1,612567.57,7738515.19,1306.78,612562.81,7738513.93,1296.09,CNFDC14001          ,16.92,28.7,612565.19,7738514.56,1301.43,2.74,0.03,61.0,0.05,0.1,0.082,9.08,0.28,0.03,7.69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IR,False
1,1,2,612562.81,7738513.93,1296.09,612558.04,7738512.67,1285.39,CNFDC14001          ,28.7,40.48,612560.42,7738513.3,1290.74,2.57,0.03,61.179,0.05,0.082,0.061,7.789,0.172,1.249,4.355,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IR,False
2,1,3,612558.04,7738512.67,1285.39,612553.27,7738511.41,1274.69,CNFDC14001          ,40.48,52.26,612555.65,7738512.04,1280.04,3.01,0.03,61.676,0.05,0.072,0.05,6.205,0.223,1.374,2.511,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IR,False
3,1,5,612547.81,7738509.97,1262.44,612543.83,7738508.92,1253.51,CNFDC14001          ,65.75,75.58,612545.82,7738509.44,1257.98,1.72,0.04,64.9,0.05,0.04,0.053,2.86,0.13,1.1,17.89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
4,1,6,612543.83,7738508.92,1253.51,612539.85,7738507.87,1244.59,CNFDC14001          ,75.58,85.41,612541.84,7738508.39,1249.05,1.166,0.05,66.187,0.05,0.426,0.071,2.721,0.061,1.08,24.076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
5,1,7,612539.85,7738507.87,1244.59,612533.3,7738506.14,1229.88,CNFDC14001          ,85.41,101.6,612536.57,7738507.0,1237.23,2.575,0.055,58.748,0.1,4.341,0.347,2.83,0.16,4.785,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IR,False
6,2,1,612564.66,7738471.41,1323.22,612559.47,7738469.92,1310.64,CNFDC14002          ,0.0,13.7,612562.07,7738470.67,1316.93,3.063,0.034,41.786,0.05,0.031,0.03,35.679,0.149,1.378,2.136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
7,2,2,612559.47,7738469.92,1310.64,612554.27,7738468.44,1298.05,CNFDC14002          ,13.7,27.4,612556.87,7738469.18,1304.34,3.735,0.04,36.77,0.05,0.05,0.049,40.794,0.183,1.93,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
8,2,3,612554.27,7738468.44,1298.05,612549.07,7738466.95,1285.46,CNFDC14002          ,27.4,41.1,612551.67,7738467.7,1291.75,2.406,0.035,44.351,0.05,0.05,0.05,31.505,0.13,1.506,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
9,2,4,612549.07,7738466.95,1285.46,612543.87,7738465.47,1272.87,CNFDC14002          ,41.1,54.8,612546.47,7738466.21,1279.17,2.857,0.03,53.868,0.05,0.069,0.16,17.721,0.291,2.213,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
10,2,5,612543.87,7738465.47,1272.87,612537.87,7738463.75,1258.36,CNFDC14002          ,54.8,70.6,612540.87,7738464.61,1265.61,1.001,0.043,63.255,0.05,0.05,0.089,7.807,0.096,1.103,1.413,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
11,2,6,612537.87,7738463.75,1258.36,612531.88,7738462.04,1243.84,CNFDC14002          ,70.6,86.4,612534.87,7738462.9,1251.1,1.348,0.056,63.776,0.05,0.606,0.082,5.29,0.087,1.784,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
12,2,7,612531.88,7738462.04,1243.84,612526.63,7738460.54,1231.13,CNFDC14002          ,86.4,100.23,612529.25,7738461.29,1237.49,3.047,0.045,58.711,0.116,3.717,0.248,4.041,0.155,4.316,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IR,False
13,3,1,612532.55,7738513.66,1323.72,612526.13,7738512.42,1312.48,CNFDC14003          ,0.0,13.0,612529.34,7738513.04,1318.1,1.66,0.06,61.7,0.05,0.06,0.096,7.8,0.13,1.73,5.04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
14,3,2,612526.13,7738512.42,1312.48,612519.71,7738511.23,1301.24,CNFDC14003          ,13.0,26.0,612522.92,7738511.82,1306.86,1.53,0.05,63.9,0.05,0.5,0.045,4.41,0.14,1.05,3.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
15,3,3,612519.71,7738511.23,1301.24,612514.74,7738510.34,1292.61,CNFDC14003          ,26.0,36.0,612517.23,7738510.79,1296.92,0.89,0.12,67.1,0.05,0.05,0.042,2.49,0.1,0.48,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
16,3,4,612514.74,7738510.34,1292.61,612509.18,7738509.35,1282.99,CNFDC14003          ,36.0,47.15,612511.96,7738509.85,1287.8,1.23,0.04,62.6,0.05,3.83,0.075,1.65,0.08,2.82,25.77,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IR,False
17,3,5,612509.18,7738509.35,1282.99,612502.38,7738508.16,1271.26,CNFDC14003          ,47.15,60.767,612505.78,7738508.76,1277.13,1.437,0.033,64.91,0.05,1.431,0.142,1.536,0.091,2.496,16.604,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
18,3,6,612502.38,7738508.16,1271.26,612495.51,7738506.96,1259.56,CNFDC14003          ,60.767,74.383,612498.94,7738507.56,1265.41,0.394,0.046,68.982,0.05,0.088,0.044,0.561,0.03,0.548,15.143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
19,3,7,612495.51,7738506.96,1259.56,612488.58,7738505.77,1247.9,CNFDC14003          ,74.383,88.0,612492.04,7738506.36,1253.73,0.258,0.03,68.944,0.05,0.03,0.035,0.555,0.021,0.376,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
20,3,8,612488.58,7738505.77,1247.9,612482.4,7738504.67,1237.68,CNFDC14003          ,88.0,100.0,612485.49,7738505.22,1242.78,0.33,0.05,69.5,0.05,0.02,0.024,0.46,0.01,0.06,70.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HM,1,HM,True
21,3,9,612482.4,7738504.67,1237.68,612476.06,7738503.52,1227.55,CNFDC14003          ,100.0,112.0,612479.23,7738504.09,1232.61,0.248,0.087,69.775,0.05,0.02,0.032,0.368,0.01,0.088,75.28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HM,1,HM,True
22,3,10,612476.06,7738503.52,1227.55,612469.64,7738502.39,1217.48,CNFDC14003          ,112.0,124.0,612472.85,7738502.95,1222.51,0.29,0.065,69.383,0.05,0.02,0.023,0.393,0.01,0.073,57.502,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HM,1,HM,True
23,3,11,612469.64,7738502.39,1217.48,612461.46,7738500.97,1204.82,CNFDC14003          ,124.0,139.135,612465.55,7738501.68,1211.15,0.601,0.033,68.882,0.05,0.017,0.033,1.387,0.013,0.244,8.78,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
24,3,12,612461.46,7738500.97,1204.82,612453.15,7738499.52,1192.25,CNFDC14003          ,139.135,154.27,612457.3,7738500.25,1198.54,0.729,0.039,68.171,0.05,0.011,0.026,2.207,0.019,0.403,3.137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
25,3,13,612453.15,7738499.52,1192.25,612445.87,7738498.25,1181.56,CNFDC14003          ,154.27,167.27,612449.51,7738498.88,1186.91,0.65,0.03,59.4,0.05,0.03,0.016,14.3,0.005,0.4,1.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
26,4,3,612508.36,7738447.26,1306.71,612503.69,7738446.41,1297.06,CNFDC14004          ,31.0,41.75,612506.02,7738446.84,1301.88,2.359,0.022,61.806,0.061,0.165,0.085,7.359,0.14,2.305,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
27,4,5,612501.15,7738445.95,1291.81,612495.26,7738444.87,1279.63,CNFDC14004          ,47.6,61.173,612498.21,7738445.41,1285.72,0.999,0.04,65.772,0.073,0.027,0.052,2.589,0.05,0.782,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
28,4,6,612495.26,7738444.87,1279.63,612489.38,7738443.8,1267.45,CNFDC14004          ,61.173,74.747,612492.32,7738444.34,1273.54,0.661,0.026,67.144,0.05,0.025,0.052,1.485,0.026,0.674,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
29,4,7,612489.38,7738443.8,1267.45,612483.49,7738442.72,1255.26,CNFDC14004          ,74.747,88.32,612486.43,7738443.26,1261.36,0.399,0.051,66.756,0.05,0.02,0.042,1.76,0.02,0.417,36.377,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
30,4,9,612480.91,7738442.26,1249.94,612476.57,7738441.46,1240.97,CNFDC14004          ,94.25,104.25,612478.74,7738441.86,1245.45,0.67,0.01,62.4,0.05,0.02,0.02,10.2,0.02,0.41,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
31,5,1,612545.69,7738417.42,1334.32,612540.05,7738415.99,1322.7,CNFDC14005          ,0.0,13.0,612542.87,7738416.71,1328.51,2.23,0.02,43.8,0.05,0.04,0.027,33.1,0.16,1.12,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
32,5,5,612523.13,7738411.69,1287.83,612518.79,7738410.59,1278.88,CNFDC14005          ,52.0,62.0,612520.96,7738411.14,1283.35,2.18,0.05,61.9,0.13,1.06,0.125,4.29,0.12,2.79,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IR,False
33,5,6,612518.79,7738410.59,1278.88,612513.89,7738409.35,1268.8,CNFDC14005          ,62.0,73.28,612516.34,7738409.97,1273.84,1.418,0.035,65.688,0.121,0.041,0.079,1.607,0.078,1.181,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
34,5,8,612512.58,7738409.01,1266.09,612507.27,7738407.66,1255.14,CNFDC14005          ,76.31,88.55,612509.92,7738408.34,1260.61,0.67,0.02,68.9,0.13,0.02,0.032,0.8,0.03,0.54,15.87,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
35,5,10,612502.73,7738406.51,1245.8,612496.79,7738405.0,1233.55,CNFDC14005          ,99.0,112.7,612499.76,7738405.76,1239.67,0.497,0.01,48.522,0.05,0.019,0.046,30.636,0.019,0.764,22.17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
36,5,11,612496.79,7738405.0,1233.55,612490.85,7738403.49,1221.3,CNFDC14005          ,112.7,126.4,612493.82,7738404.25,1227.42,0.26,0.01,41.5,0.05,0.01,0.028,40.6,0.005,0.47,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
37,6,1,612503.48,7738408.99,1327.82,612496.9,7738407.34,1314.52,CNFDC14006          ,9.56,24.5,612500.19,7738408.17,1321.17,1.543,0.046,65.455,0.05,0.028,0.04,3.934,0.112,1.08,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
38,6,3,612493.85,7738406.58,1308.37,612485.29,7738404.43,1291.06,CNFDC14006          ,31.4,50.83,612489.57,7738405.5,1299.72,0.607,0.04,68.868,0.05,0.02,0.038,1.079,0.033,0.62,21.474,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
39,6,4,612485.29,7738404.43,1291.06,612480.6,7738403.25,1281.59,CNFDC14006          ,50.83,61.465,612482.94,7738403.84,1286.33,0.39,0.07,40.6,0.05,0.02,0.023,39.6,0.005,0.21,14.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
40,7,1,612355.01,7738507.78,1398.69,612350.36,7738506.7,1387.03,CNFDC14007          ,0.0,12.601,612352.68,7738507.24,1392.86,0.78,0.04,68.3,0.1,0.02,0.019,1.2,0.03,0.33,3.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
41,7,2,612350.36,7738506.7,1387.03,612345.7,7738505.63,1375.37,CNFDC14007          ,12.601,25.202,612348.03,7738506.17,1381.2,0.664,0.03,69.075,0.052,0.01,0.02,0.638,0.02,0.282,23.513,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
42,7,3,612345.7,7738505.63,1375.37,612341.04,7738504.56,1363.71,CNFDC14007          ,25.202,37.803,612343.37,7738505.1,1369.54,0.641,0.03,67.976,0.05,0.01,0.021,0.423,0.048,0.186,45.705,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
43,7,4,612341.04,7738504.56,1363.71,612336.38,7738503.49,1352.05,CNFDC14007          ,37.803,50.404,612338.71,7738504.02,1357.88,0.468,0.021,69.167,0.05,0.019,0.026,0.238,0.014,0.415,16.995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
44,7,5,612336.38,7738503.49,1352.05,612331.72,7738502.41,1340.39,CNFDC14007          ,50.404,63.006,612334.05,7738502.95,1346.22,0.223,0.02,69.649,0.05,0.02,0.024,0.194,0.027,0.283,32.643,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
45,7,6,612331.72,7738502.41,1340.39,612327.06,7738501.34,1328.73,CNFDC14007          ,63.006,75.607,612329.39,7738501.88,1334.56,0.518,0.02,67.848,0.05,0.012,0.018,0.451,0.03,0.336,21.801,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
46,7,7,612327.06,7738501.34,1328.73,612322.4,7738500.27,1317.07,CNFDC14007          ,75.607,88.208,612324.73,7738500.81,1322.9,0.726,0.017,67.935,0.05,0.021,0.02,0.621,0.018,0.449,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
47,7,8,612322.4,7738500.27,1317.07,612317.75,7738499.2,1305.41,CNFDC14007          ,88.208,100.809,612320.07,7738499.73,1311.24,0.613,0.017,65.174,0.05,0.016,0.021,4.433,0.005,0.312,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
48,7,9,612317.75,7738499.2,1305.41,612313.09,7738498.13,1293.75,CNFDC14007          ,100.809,113.41,612315.42,7738498.66,1299.58,0.683,0.02,65.268,0.05,0.017,0.043,4.635,0.005,0.644,3.058,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
49,8,1,612352.16,7738703.77,1399.45,612346.55,7738702.93,1387.75,CNFDC14008          ,0.0,13.0,612349.35,7738703.35,1393.6,1.39,0.04,68.0,0.05,0.04,0.148,0.93,0.1,1.26,4.88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
50,9,1,612349.18,7738631.93,1399.31,612343.84,7738632.56,1388.0,CNFDC14009          ,0.0,12.52,612346.51,7738632.25,1393.66,0.78,0.04,69.0,0.05,0.03,0.039,0.51,0.04,0.6,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
51,9,2,612343.84,7738632.56,1388.0,612338.51,7738633.19,1376.7,CNFDC14009          ,12.52,25.04,612341.17,7738632.88,1382.35,1.242,0.04,68.038,0.05,0.049,0.067,0.904,0.136,1.033,11.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
52,9,3,612338.51,7738633.19,1376.7,612333.17,7738633.82,1365.39,CNFDC14009          ,25.04,37.56,612335.84,7738633.51,1371.04,1.168,0.04,65.599,0.105,2.414,0.17,0.421,0.103,1.216,10.894,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
53,10,1,612448.26,7738767.97,1375.07,612443.34,7738767.16,1363.43,CNFDC14010          ,0.0,12.667,612445.8,7738767.57,1369.25,1.37,0.08,67.6,0.11,0.32,0.07,1.05,0.07,0.79,6.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
54,10,2,612443.34,7738767.16,1363.43,612438.41,7738766.35,1351.79,CNFDC14010          ,12.667,25.333,612440.87,7738766.75,1357.61,0.912,0.041,67.6,0.052,0.495,0.125,0.417,0.06,0.644,12.401,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
55,10,3,612438.41,7738766.35,1351.79,612433.48,7738765.54,1340.15,CNFDC14010          ,25.333,38.0,612435.94,7738765.94,1345.97,0.853,0.04,67.979,0.05,0.5,0.079,0.589,0.079,0.536,4.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
56,10,4,612433.48,7738765.54,1340.15,612428.55,7738764.73,1328.51,CNFDC14010          ,38.0,50.667,612431.02,7738765.13,1334.33,1.974,0.04,66.434,0.096,0.564,0.309,0.572,0.071,1.267,9.417,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
57,10,5,612428.55,7738764.73,1328.51,612423.62,7738763.92,1316.87,CNFDC14010          ,50.667,63.333,612426.09,7738764.32,1322.69,1.345,0.085,66.568,0.055,1.134,0.242,0.651,0.097,1.607,10.238,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
58,10,6,612423.62,7738763.92,1316.87,612418.69,7738763.1,1305.23,CNFDC14010          ,63.333,76.0,612421.16,7738763.51,1311.05,1.199,0.047,67.295,0.05,0.67,0.134,0.573,0.1,1.353,7.562,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
59,10,7,612418.69,7738763.1,1305.23,612414.51,7738762.42,1295.35,CNFDC14010          ,76.0,86.75,612416.6,7738762.76,1300.29,2.234,0.05,61.372,0.082,3.019,0.162,1.581,0.237,2.958,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IR,False
60,10,8,612414.51,7738762.42,1295.35,612409.86,7738761.65,1284.37,CNFDC14010          ,86.75,98.7,612412.19,7738762.03,1289.86,1.194,0.04,66.903,0.116,0.582,0.048,1.276,0.08,0.908,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
61,11,1,612395.79,7738766.02,1376.65,612390.61,7738764.45,1364.83,CNFDC14011          ,0.0,13.0,612393.2,7738765.23,1370.74,1.98,0.02,64.9,0.05,0.07,0.032,2.27,0.08,1.1,9.81,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
62,11,2,612390.61,7738764.45,1364.83,612385.42,7738762.89,1353.01,CNFDC14011          ,13.0,26.0,612388.02,7738763.67,1358.92,1.43,0.02,66.9,0.05,0.38,0.327,0.21,0.05,0.69,6.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
63,11,3,612385.42,7738762.89,1353.01,612380.67,7738761.45,1342.17,CNFDC14011          ,26.0,37.925,612383.05,7738762.17,1347.59,1.799,0.051,60.172,0.105,5.687,0.225,0.941,0.223,2.9,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IR,False
64,11,4,612380.67,7738761.45,1342.17,612375.91,7738760.02,1331.33,CNFDC14011          ,37.925,49.85,612378.29,7738760.73,1336.75,3.586,0.016,59.047,0.06,1.558,0.146,7.114,0.196,2.987,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IR,False
65,12,1,612382.05,7738698.65,1384.15,612376.92,7738696.55,1373.29,CNFDC14012          ,0.0,12.19,612379.49,7738697.6,1378.72,0.3,0.03,68.6,0.05,0.05,0.048,0.16,0.04,0.23,5.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
66,12,2,612376.92,7738696.55,1373.29,612371.8,7738694.44,1362.43,CNFDC14012          ,12.19,24.38,612374.36,7738695.49,1367.86,1.14,0.039,67.573,0.05,0.134,0.146,0.188,0.04,0.846,8.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
67,12,3,612371.8,7738694.44,1362.43,612366.67,7738692.34,1351.58,CNFDC14012          ,24.38,36.57,612369.23,7738693.39,1357.01,2.466,0.031,65.159,0.05,0.097,0.14,1.638,0.239,1.8,7.935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
68,13,10,612979.41,7737791.4,1184.54,612972.9,7737789.86,1173.39,CNFD13001           ,125.31,138.31,612976.16,7737790.63,1178.97,2.75,0.06,32.4,0.19,1.2,0.045,46.9,0.22,2.44,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IM,True
69,13,11,612972.9,7737789.86,1173.39,612966.99,7737788.48,1163.28,CNFD13001           ,138.31,150.1,612969.95,7737789.17,1168.34,3.11,0.06,24.5,0.05,0.12,0.069,60.1,0.19,1.87,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
70,14,3,613018.77,7737887.43,1264.33,613012.18,7737886.61,1253.15,CNFD13002           ,35.02,48.02,613015.47,7737887.02,1258.75,8.83,0.06,34.9,0.05,0.11,0.111,35.0,0.44,6.14,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
71,14,4,613012.18,7737886.61,1253.15,613005.66,7737885.77,1241.94,CNFD13002           ,48.02,61.02,613008.92,7737886.19,1247.55,7.87,0.05,28.1,0.05,0.05,0.071,46.2,0.46,5.08,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
72,14,7,612992.57,7737884.02,1219.54,612986.14,7737883.04,1208.67,CNFD13002           ,87.02,99.686,612989.36,7737883.53,1214.11,1.35,0.04,29.5,0.05,0.02,0.028,54.5,0.08,0.89,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
73,14,8,612986.14,7737883.04,1208.67,612979.71,7737882.0,1197.81,CNFD13002           ,99.686,112.352,612982.92,7737882.52,1203.24,2.061,0.059,32.713,0.05,0.088,0.046,49.632,0.138,1.64,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
74,14,9,612979.71,7737882.0,1197.81,612973.19,7737880.86,1187.02,CNFD13002           ,112.352,125.018,612976.45,7737881.43,1192.42,2.648,0.079,29.769,0.05,0.118,0.058,52.626,0.131,1.793,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
75,14,10,612973.19,7737880.86,1187.02,612966.84,7737879.56,1176.13,CNFD13002           ,125.018,137.684,612970.01,7737880.21,1181.57,1.873,0.066,27.821,0.05,0.062,0.038,57.201,0.086,1.122,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
76,14,11,612966.84,7737879.56,1176.13,612960.41,7737878.17,1165.31,CNFD13002           ,137.684,150.35,612963.63,7737878.87,1170.72,1.054,0.047,36.436,0.09,0.348,0.061,45.562,0.048,1.064,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
77,14,13,612958.68,7737877.76,1162.45,612951.25,7737875.95,1150.2,CNFD13002           ,153.72,168.16,612954.96,7737876.86,1156.32,1.29,0.06,37.55,0.05,0.62,0.101,41.995,0.145,1.905,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
78,14,19,612918.77,7737867.2,1098.43,612913.5,7737865.76,1090.24,CNFD13002           ,229.9,239.74,612916.14,7737866.48,1094.33,0.697,0.06,47.009,0.05,0.015,0.024,31.455,0.045,0.266,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
79,14,20,612913.5,7737865.76,1090.24,612905.86,7737863.55,1078.43,CNFD13002           ,239.74,253.982,612909.68,7737864.66,1084.34,0.31,0.059,31.489,0.05,0.011,0.175,54.549,0.019,-0.049,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
80,14,21,612905.86,7737863.55,1078.43,612898.29,7737861.15,1066.61,CNFD13002           ,253.982,268.224,612902.08,7737862.35,1072.52,0.194,0.048,37.01,0.05,0.02,0.018,48.088,0.009,-0.037,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
81,14,22,612898.29,7737861.15,1066.61,612890.63,7737858.65,1054.87,CNFD13002           ,268.224,282.466,612894.46,7737859.9,1060.74,0.12,0.04,38.409,0.05,0.02,0.014,44.974,0.005,-0.044,77.616,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
82,14,23,612890.63,7737858.65,1054.87,612882.86,7737855.96,1043.23,CNFD13002           ,282.466,296.708,612886.75,7737857.3,1049.05,0.137,0.043,35.56,0.05,0.023,0.016,48.409,0.007,-0.082,80.195,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
83,14,24,612882.86,7737855.96,1043.23,612875.03,7737853.16,1031.67,CNFD13002           ,296.708,310.95,612878.95,7737854.56,1037.45,0.136,0.043,38.909,0.05,0.043,0.011,43.371,0.007,-0.064,74.997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
84,15,14,612955.43,7737783.39,1150.9,612948.88,7737781.53,1139.99,CNFD13003           ,166.98,179.837,612952.17,7737782.46,1145.43,0.462,0.022,36.659,0.05,0.023,0.017,46.869,0.022,0.374,54.313,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
85,15,15,612948.88,7737781.53,1139.99,612942.33,7737779.65,1129.09,CNFD13003           ,179.837,192.693,612945.6,7737780.59,1134.54,1.467,0.03,40.669,0.05,0.062,0.036,39.652,0.07,1.012,50.127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
86,15,16,612942.33,7737779.65,1129.09,612935.75,7737777.67,1118.22,CNFD13003           ,192.693,205.55,612939.04,7737778.66,1123.65,1.351,0.037,32.272,0.05,0.063,0.04,51.44,0.08,0.973,24.014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
87,15,19,612928.13,7737775.32,1105.62,612919.71,7737772.64,1092.03,CNFD13003           ,220.46,236.67,612923.85,7737773.96,1098.87,0.577,0.04,31.569,0.05,0.05,0.012,53.617,0.02,0.458,20.414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
88,15,20,612919.71,7737772.64,1092.03,612911.34,7737769.82,1078.44,CNFD13003           ,236.67,252.88,612915.53,7737771.23,1085.24,0.314,0.034,37.237,0.05,0.038,0.019,45.522,0.011,0.393,41.581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
89,15,21,612911.34,7737769.82,1078.44,612904.15,7737767.31,1067.37,CNFD13003           ,252.88,266.317,612907.74,7737768.57,1072.91,0.207,0.03,36.004,0.05,0.03,0.014,48.3,0.005,0.281,70.253,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
90,15,22,612904.15,7737767.31,1067.37,612896.9,7737764.63,1056.38,CNFD13003           ,266.317,279.753,612900.52,7737765.97,1061.88,0.149,0.031,40.596,0.05,0.039,0.015,41.616,0.005,0.299,50.202,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
91,15,23,612896.9,7737764.63,1056.38,612889.65,7737761.9,1045.4,CNFD13003           ,279.753,293.19,612893.27,7737763.26,1050.89,0.237,0.029,36.713,0.05,0.037,0.016,48.203,0.005,0.226,51.479,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
