,ln+_line_number_(readonly)+,rn+_relative_number_(readonly)+,xb+_begin_of_sample,yb+_begin_of_sample,zb+_begin_of_sample,xe+_end_of_sample,ye+_end_of_sample,ze+_end_of_sample,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,re_gt63c,ibs,hba,ibg,ibr,ibm,hcp,ics,icr,icg,icm,icc,cp,sn,eng,lito,soma,lito_eval,evaluation
751,57,24,612069.85,7736351.19,949.33,612064.75,7736350.27,938.1,COFD14004           ,290.72,303.08,612067.3,7736350.73,943.71,0.132,0.005,33.371,0.05,0.021,0.016,53.025,0.005,0.158,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
752,57,25,612064.75,7736350.27,938.1,612059.55,7736349.39,926.93,COFD14004           ,303.08,315.44,612062.15,7736349.83,932.51,0.13,0.005,35.714,0.05,0.057,0.033,49.483,0.005,0.586,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
753,57,26,612059.55,7736349.39,926.93,612054.15,7736348.5,915.84,COFD14004           ,315.44,327.8,612056.85,7736348.95,921.38,0.139,0.005,36.599,0.05,0.095,0.022,47.977,0.005,0.375,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
754,57,27,612054.15,7736348.5,915.84,612048.61,7736347.54,904.84,COFD14004           ,327.8,340.16,612051.38,7736348.02,910.34,0.198,0.005,36.207,0.05,0.042,0.024,48.211,0.005,0.102,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
755,57,28,612048.61,7736347.54,904.84,612042.96,7736346.56,893.89,COFD14004           ,340.16,352.52,612045.79,7736347.05,899.36,0.148,0.005,36.331,0.05,0.015,0.033,47.992,0.005,0.32,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
756,57,29,612042.96,7736346.56,893.89,612037.23,7736345.56,882.98,COFD14004           ,352.52,364.88,612040.1,7736346.06,888.44,0.159,0.016,36.256,0.05,0.355,0.041,47.397,0.005,0.939,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
757,57,30,612037.23,7736345.56,882.98,612031.44,7736344.61,872.1,COFD14004           ,364.88,377.24,612034.33,7736345.09,877.54,0.317,0.067,36.0,0.05,0.397,0.039,47.6,0.008,1.037,80.037,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
758,57,31,612031.44,7736344.61,872.1,612025.61,7736343.7,861.24,COFD14004           ,377.24,389.6,612028.53,7736344.15,866.67,0.267,0.038,33.871,0.05,0.584,0.05,49.891,0.007,1.417,81.769,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
759,58,2,612056.98,7735643.82,1155.66,612050.57,7735643.63,1144.52,COFD14005           ,11.15,24.0,612053.78,7735643.72,1150.08,0.48,0.02,41.7,0.05,0.07,0.058,37.5,0.005,1.34,40.54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
760,58,3,612050.57,7735643.63,1144.52,612044.11,7735643.45,1133.24,COFD14005           ,24.0,37.0,612047.34,7735643.54,1138.88,1.79,0.03,39.8,0.05,1.28,0.038,39.7,0.005,1.34,62.32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,IM,1,IM,True
761,58,4,612044.11,7735643.45,1133.24,612037.67,7735643.23,1121.95,COFD14005           ,37.0,50.0,612040.89,7735643.34,1127.59,1.82,0.03,52.2,0.05,0.7,0.021,23.0,0.02,0.96,18.38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IS,False
762,58,5,612037.67,7735643.23,1121.95,612031.25,7735643.05,1110.65,COFD14005           ,50.0,63.0,612034.46,7735643.14,1116.3,1.94,0.03,53.4,0.05,1.74,0.073,18.2,0.02,2.18,22.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IM,True
763,58,6,612031.25,7735643.05,1110.65,612025.27,7735642.86,1100.0,COFD14005           ,63.0,75.21,612028.26,7735642.95,1105.32,0.75,0.03,51.2,0.05,0.51,0.051,25.6,0.005,0.82,26.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
764,58,7,612025.27,7735642.86,1100.0,612019.28,7735642.66,1089.36,COFD14005           ,75.21,87.42,612022.28,7735642.76,1094.68,1.021,0.03,43.156,0.05,0.445,0.077,35.14,0.038,1.316,39.695,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
765,58,9,612010.08,7735642.39,1072.89,612003.9,7735642.22,1061.79,COFD14005           ,106.29,119.0,612006.99,7735642.3,1067.34,0.947,0.03,32.189,0.05,0.906,0.034,50.466,0.021,0.872,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
766,58,11,611993.62,7735641.96,1043.21,611987.13,7735641.73,1031.3,COFD14005           ,140.23,153.8,611990.37,7735641.84,1037.26,0.979,0.035,26.37,0.145,0.446,0.099,55.844,0.045,3.786,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IS,False
767,58,13,611985.13,7735641.64,1027.66,611979.43,7735641.4,1017.27,COFD14005           ,157.95,169.805,611982.28,7735641.52,1022.47,0.329,0.023,44.893,0.166,0.099,0.04,33.231,0.006,0.668,46.176,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
768,58,14,611979.43,7735641.4,1017.27,611973.76,7735641.14,1006.86,COFD14005           ,169.805,181.66,611976.59,7735641.27,1012.07,0.45,0.06,54.4,0.39,0.22,0.061,21.3,0.02,0.23,41.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
769,58,15,611973.76,7735641.14,1006.86,611967.2,7735640.79,994.74,COFD14005           ,181.66,195.45,611970.48,7735640.96,1000.8,0.426,3.611,27.454,6.02,0.085,0.059,41.465,0.01,7.934,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
770,59,2,611963.0,7737194.2,1402.02,611959.4,7737193.73,1391.28,COFD14006           ,13.0,24.34,611961.2,7737193.96,1396.65,0.83,0.01,63.2,0.05,0.08,0.071,4.08,0.02,3.42,3.96,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
771,59,3,611959.4,7737193.73,1391.28,611955.7,7737193.25,1380.56,COFD14006           ,24.34,35.68,611957.55,7737193.48,1385.92,0.49,0.02,65.4,0.05,0.1,0.058,3.21,0.02,2.81,14.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,HM,1,HM,True
772,59,4,611955.7,7737193.25,1380.56,611951.39,7737192.69,1368.31,COFD14006           ,35.68,48.68,611953.55,7737192.97,1374.44,0.66,0.02,45.6,0.05,0.08,0.055,32.5,0.01,2.08,18.86,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
773,59,5,611951.39,7737192.69,1368.31,611946.94,7737192.09,1356.12,COFD14006           ,48.68,61.68,611949.17,7737192.39,1362.21,0.44,0.02,44.3,0.05,0.16,0.042,33.4,0.01,1.67,17.82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
774,59,6,611946.94,7737192.09,1356.12,611943.15,7737191.51,1345.69,COFD14006           ,61.68,72.785,611945.04,7737191.8,1350.9,0.92,0.02,49.3,0.05,1.59,0.071,23.9,0.01,2.44,14.29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IM,True
775,59,7,611943.15,7737191.51,1345.69,611939.38,7737190.89,1335.26,COFD14006           ,72.785,83.89,611941.27,7737191.2,1340.48,0.771,0.02,50.544,0.05,1.059,0.104,22.988,0.018,2.813,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IM,True
776,59,8,611939.38,7737190.89,1335.26,611934.78,7737190.1,1322.56,COFD14006           ,83.89,97.429,611937.08,7737190.5,1328.91,0.628,0.017,53.186,0.05,0.08,0.046,21.442,0.01,2.11,13.781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
777,59,9,611934.78,7737190.1,1322.56,611930.11,7737189.19,1309.88,COFD14006           ,97.429,110.968,611932.44,7737189.65,1316.22,0.579,0.014,45.078,0.05,0.115,0.042,31.773,0.014,2.591,24.221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
778,59,10,611930.11,7737189.19,1309.88,611925.41,7737188.15,1297.23,COFD14006           ,110.968,124.507,611927.76,7737188.67,1303.55,0.347,0.02,40.185,0.05,0.187,0.033,39.252,0.016,1.946,26.991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
779,59,11,611925.41,7737188.15,1297.23,611920.74,7737187.08,1284.56,COFD14006           ,124.507,138.046,611923.07,7737187.61,1290.9,0.236,0.02,36.84,0.05,0.154,0.034,44.307,0.01,1.712,36.805,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
780,59,12,611920.74,7737187.08,1284.56,611916.02,7737186.01,1271.92,COFD14006           ,138.046,151.584,611918.38,7737186.55,1278.24,0.306,0.02,36.787,0.05,0.055,0.023,45.425,0.015,1.28,26.548,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
781,59,13,611916.02,7737186.01,1271.92,611911.19,7737184.86,1259.33,COFD14006           ,151.584,165.123,611913.6,7737185.43,1265.62,0.412,0.02,35.254,0.05,0.031,0.027,47.946,0.02,1.098,12.687,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
782,59,14,611911.19,7737184.86,1259.33,611906.23,7737183.6,1246.79,COFD14006           ,165.123,178.662,611908.71,7737184.23,1253.06,0.448,0.02,33.394,0.05,0.099,0.027,50.158,0.014,0.93,15.435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
783,59,15,611906.23,7737183.6,1246.79,611901.15,7737182.2,1234.32,COFD14006           ,178.662,192.201,611903.69,7737182.9,1240.55,0.46,0.02,31.587,0.05,0.09,0.025,53.652,0.01,0.709,12.37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
784,59,16,611901.15,7737182.2,1234.32,611895.9,7737180.73,1221.92,COFD14006           ,192.201,205.74,611898.53,7737181.46,1228.12,0.573,0.02,29.902,0.05,0.033,0.027,55.266,0.023,1.173,9.125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IS,1,IS,True
785,59,17,611895.9,7737180.73,1221.92,611889.81,7737179.09,1207.76,COFD14006           ,205.74,221.25,611892.86,7737179.91,1214.84,7.889,0.033,30.543,0.05,0.513,0.23,39.135,1.977,6.094,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
786,59,27,611847.09,7737168.57,1111.75,611841.88,7737167.37,1100.19,COFD14006           ,326.86,339.6,611844.47,7737167.97,1105.97,3.68,0.03,35.0,0.05,0.37,0.182,40.8,0.73,3.77,40.61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
787,59,33,611811.32,7737160.54,1036.14,611806.07,7737159.43,1025.95,COFD14006           ,410.9,422.417,611808.69,7737159.99,1031.05,0.16,3.52,33.5,2.47,0.06,0.056,43.7,0.01,1.53,89.88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
788,59,34,611806.07,7737159.43,1025.95,611800.77,7737158.33,1015.78,COFD14006           ,422.417,433.933,611803.42,7737158.88,1020.87,0.326,4.931,32.89,2.296,0.069,0.073,41.435,0.036,3.577,87.554,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
789,59,35,611800.77,7737158.33,1015.78,611795.47,7737157.24,1005.62,COFD14006           ,433.933,445.45,611798.12,7737157.79,1010.7,0.268,9.787,27.306,2.604,0.055,0.074,38.873,0.025,8.758,88.071,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
790,60,1,611414.66,7737183.56,1503.13,611410.43,7737183.01,1490.85,COFD14007           ,5.0,18.0,611412.54,7737183.29,1496.99,1.22,0.02,58.4,0.05,0.02,0.081,12.0,0.08,2.52,23.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,IR,1,IR,True
791,60,2,611410.43,7737183.01,1490.85,611406.12,7737182.35,1478.78,COFD14007           ,18.0,30.833,611408.27,7737182.68,1484.81,1.06,0.02,55.0,0.05,0.02,0.088,18.0,0.02,3.24,12.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
792,60,3,611406.12,7737182.35,1478.78,611401.78,7737181.61,1466.72,COFD14007           ,30.833,43.667,611403.95,7737181.98,1472.75,1.326,0.02,44.439,0.05,0.03,0.126,30.732,0.03,3.714,34.566,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IG,True
793,60,4,611401.78,7737181.61,1466.72,611397.36,7737180.85,1454.7,COFD14007           ,43.667,56.5,611399.57,7737181.23,1460.71,0.385,0.02,46.053,0.05,0.429,0.121,29.342,0.011,3.058,54.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IG,1,IS,False
794,60,5,611397.36,7737180.85,1454.7,611392.61,7737180.08,1442.59,COFD14007           ,56.5,69.533,611395.0,7737180.47,1448.64,0.22,0.02,34.002,0.05,0.13,0.041,48.998,0.01,2.089,87.658,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
795,60,6,611392.61,7737180.08,1442.59,611387.72,7737179.23,1430.53,COFD14007           ,69.533,82.567,611390.16,7737179.66,1436.56,0.161,0.02,34.823,0.05,0.071,0.031,48.264,0.01,1.892,83.074,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
796,60,7,611387.72,7737179.23,1430.53,611382.82,7737178.39,1418.49,COFD14007           ,82.567,95.6,611385.27,7737178.81,1424.51,0.235,0.03,41.109,0.05,0.285,0.046,37.984,0.01,2.119,67.838,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
797,60,8,611382.82,7737178.39,1418.49,611377.76,7737177.46,1406.11,COFD14007           ,95.6,109.0,611380.29,7737177.93,1412.3,0.875,0.025,47.45,0.05,0.63,0.125,26.8,0.105,3.135,52.46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,IG,1,IS,False
798,60,10,611375.23,7737176.99,1399.92,611371.02,7737176.22,1389.69,COFD14007           ,115.7,126.8,611373.12,7737176.61,1394.81,3.59,0.03,37.9,0.05,2.52,0.118,33.2,0.85,3.89,44.83,0,0,0,0,1,0,0,0,0,0,0,0,1,0,IM,1,IM,True
799,60,11,611371.02,7737176.22,1389.69,611365.85,7737175.21,1377.16,COFD14007           ,126.8,140.386,611368.43,7737175.72,1383.42,0.463,0.02,37.517,0.05,0.11,0.044,42.8,0.045,1.027,85.292,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
800,60,12,611365.85,7737175.21,1377.16,611360.64,7737174.16,1364.66,COFD14007           ,140.386,153.971,611363.24,7737174.69,1370.91,1.725,0.025,35.574,0.05,0.1,0.068,45.694,0.37,1.736,70.082,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
801,60,13,611360.64,7737174.16,1364.66,611355.43,7737173.01,1352.17,COFD14007           ,153.971,167.557,611358.03,7737173.59,1358.41,0.414,0.01,36.895,0.05,0.021,0.05,44.596,0.022,1.636,57.382,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
802,60,14,611355.43,7737173.01,1352.17,611350.08,7737171.68,1339.75,COFD14007           ,167.557,181.143,611352.75,7737172.34,1345.96,0.304,0.02,36.021,0.05,0.034,0.035,45.818,0.016,0.645,65.458,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
803,60,15,611350.08,7737171.68,1339.75,611344.63,7737170.23,1327.39,COFD14007           ,181.143,194.729,611347.36,7737170.96,1333.57,0.424,0.025,31.558,0.075,0.041,0.046,51.628,0.026,1.029,63.863,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
804,60,16,611344.63,7737170.23,1327.39,611339.13,7737168.72,1315.06,COFD14007           ,194.729,208.314,611341.88,7737169.48,1321.22,0.996,0.035,28.244,0.13,0.087,0.088,55.007,0.09,1.866,49.221,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
805,60,17,611339.13,7737168.72,1315.06,611333.63,7737167.12,1302.74,COFD14007           ,208.314,221.9,611336.38,7737167.92,1308.9,0.718,0.02,25.802,0.05,0.093,0.045,59.712,0.076,0.999,59.647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
806,60,18,611333.63,7737167.12,1302.74,611329.26,7737165.81,1293.03,COFD14007           ,221.9,232.625,611331.45,7737166.47,1297.88,0.356,0.03,28.458,0.138,0.955,0.053,53.43,0.01,2.617,71.405,0,0,0,0,0,0,0,0,0,1,0,0,1,0,IM,1,IS,False
807,60,19,611329.26,7737165.81,1293.03,611324.83,7737164.46,1283.36,COFD14007           ,232.625,243.35,611327.05,7737165.13,1288.19,0.34,0.03,25.7,0.17,1.12,0.055,58.0,0.01,2.53,50.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,IM,1,IM,True
808,60,20,611324.83,7737164.46,1283.36,611319.46,7737162.71,1271.57,COFD14007           ,243.35,256.425,611322.15,7737163.58,1277.46,0.351,0.025,29.009,0.135,0.135,0.054,55.09,0.02,2.293,79.84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
809,60,21,611319.46,7737162.71,1271.57,611314.08,7737160.92,1259.78,COFD14007           ,256.425,269.5,611316.77,7737161.82,1265.68,0.21,0.1,34.762,0.05,0.15,0.043,48.146,0.01,0.767,86.742,0,0,0,0,0,0,1,0,0,0,0,0,1,0,IS,1,IS,True
810,60,22,611314.08,7737160.92,1259.78,611309.52,7737159.43,1250.13,COFD14007           ,269.5,280.275,611311.8,7737160.18,1254.96,0.25,1.5,32.5,1.0,0.13,0.051,47.1,0.01,2.24,86.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
811,60,23,611309.52,7737159.43,1250.13,611304.88,7737157.93,1240.53,COFD14007           ,280.275,291.05,611307.2,7737158.68,1245.33,0.306,2.643,28.85,2.143,0.074,0.071,48.528,0.01,4.033,86.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IC,1,IC,True
812,61,1,613210.09,7736004.8,1036.21,613203.86,7736003.09,1024.44,CPFDC14001          ,0.0,13.425,613206.97,7736003.95,1030.33,1.062,0.068,64.442,0.05,0.602,0.026,4.664,0.097,1.502,14.935,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
813,61,2,613203.86,7736003.09,1024.44,613197.63,7736001.39,1012.67,CPFDC14001          ,13.425,26.85,613200.74,7736002.24,1018.56,0.207,0.021,68.762,0.05,0.075,0.021,0.496,0.02,0.96,14.426,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
814,61,3,613197.63,7736001.39,1012.67,613191.4,7735999.68,1000.9,CPFDC14001          ,26.85,40.275,613194.51,7736000.53,1006.79,0.309,0.035,68.228,0.05,0.285,0.022,0.593,0.022,1.088,27.24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
815,61,4,613191.4,7735999.68,1000.9,613185.17,7735997.97,989.13,CPFDC14001          ,40.275,53.7,613188.29,7735998.83,995.02,0.299,0.072,68.5,0.05,0.221,0.04,0.6,0.037,0.884,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
816,61,5,613185.17,7735997.97,989.13,613178.94,7735996.27,977.36,CPFDC14001          ,53.7,67.125,613182.06,7735997.12,983.25,0.279,0.02,68.547,0.05,0.087,0.037,0.455,0.02,0.877,15.109,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
817,61,6,613178.94,7735996.27,977.36,613172.71,7735994.56,965.59,CPFDC14001          ,67.125,80.55,613175.83,7735995.41,971.48,0.254,0.02,68.744,0.05,0.092,0.03,0.621,0.031,0.762,9.736,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
818,61,8,613171.79,7735994.3,963.84,613166.01,7735992.72,952.93,CPFDC14001          ,82.55,95.0,613168.9,7735993.51,958.38,0.2,0.03,68.8,0.05,0.05,0.039,0.45,0.01,0.97,15.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
819,61,9,613166.01,7735992.72,952.93,613158.91,7735990.78,939.51,CPFDC14001          ,95.0,110.3,613162.46,7735991.75,946.22,2.383,0.056,52.982,0.095,2.061,0.109,14.735,0.546,2.87,11.879,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IM,True
820,61,10,613158.91,7735990.78,939.51,613151.81,7735988.83,926.1,CPFDC14001          ,110.3,125.6,613155.36,7735989.8,932.81,1.078,0.069,24.393,0.204,2.076,0.157,56.811,0.071,3.284,2.576,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IM,True
821,62,1,613081.72,7736392.18,1086.13,613076.19,7736390.71,1076.16,CPFDC14002          ,0.0,11.5,613078.95,7736391.44,1081.14,0.27,0.04,66.1,0.05,0.31,0.011,3.43,0.03,0.47,14.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
822,62,2,613076.19,7736390.71,1076.16,613070.66,7736389.25,1066.18,CPFDC14002          ,11.5,23.0,613073.42,7736389.98,1071.17,0.218,0.04,67.23,0.05,0.145,0.009,2.369,0.03,0.244,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
823,62,3,613070.66,7736389.25,1066.18,613065.89,7736387.98,1057.58,CPFDC14002          ,23.0,32.915,613068.28,7736388.61,1061.88,0.17,0.01,57.8,0.05,0.03,0.007,16.3,0.01,0.21,29.59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,IS,1,IS,True
824,62,4,613065.89,7736387.98,1057.58,613061.12,7736386.72,1048.98,CPFDC14002          ,32.915,42.83,613063.51,7736387.35,1053.28,0.051,0.01,48.877,0.05,0.02,0.003,29.982,0.01,0.061,19.23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,IS,1,IS,True
825,62,6,613058.06,7736385.91,1043.45,613052.9,7736384.54,1034.13,CPFDC14002          ,49.2,59.94,613055.48,7736385.22,1038.79,0.14,0.01,54.3,0.11,0.15,0.011,22.2,0.01,-0.03,25.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,IS,1,IS,True
826,62,7,613052.9,7736384.54,1034.13,613047.73,7736383.17,1024.82,CPFDC14002          ,59.94,70.68,613050.31,7736383.86,1029.48,0.056,0.01,41.817,0.054,0.328,0.007,39.939,0.01,0.083,40.254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,IS,1,IS,True
827,62,8,613047.73,7736383.17,1024.82,613039.08,7736380.88,1009.21,CPFDC14002          ,70.68,88.67,613043.41,7736382.02,1017.01,0.083,0.02,38.045,0.05,0.277,0.006,45.422,0.01,0.08,79.806,0,0,0,0,0,0,1,0,0,0,0,1,0,0,IS,1,IS,True
828,62,10,613033.2,7736379.32,998.6,613027.32,7736377.76,987.99,CPFDC14002          ,100.9,113.13,613030.26,7736378.54,993.3,0.462,0.02,45.042,0.05,0.17,0.017,35.019,0.03,0.19,35.71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,IS,1,IS,True
829,64,1,613302.93,7736020.7,1060.92,613297.09,7736019.2,1050.6,CPFDC14004          ,0.0,11.95,613300.01,7736019.95,1055.76,1.98,0.16,63.3,0.17,1.64,0.035,2.2,0.15,1.98,15.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IR,False
830,64,2,613297.09,7736019.2,1050.6,613291.26,7736017.7,1040.28,CPFDC14004          ,11.95,23.9,613294.18,7736018.45,1045.44,3.111,0.187,61.385,0.206,2.187,0.047,3.222,0.196,2.828,16.169,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IR,False
831,64,3,613291.26,7736017.7,1040.28,613285.42,7736016.21,1029.96,CPFDC14004          ,23.9,35.85,613288.34,7736016.96,1035.12,3.047,0.206,61.035,0.202,2.306,0.065,3.328,0.2,2.803,14.856,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IR,False
832,64,4,613285.42,7736016.21,1029.96,613279.58,7736014.71,1019.64,CPFDC14004          ,35.85,47.8,613282.5,7736015.46,1024.8,1.876,0.188,62.473,0.171,2.342,0.056,1.946,0.126,2.095,9.592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IM,1,IR,False
833,64,5,613279.58,7736014.71,1019.64,613272.92,7736013.0,1007.85,CPFDC14004          ,47.8,61.452,613276.25,7736013.86,1013.75,0.641,0.096,66.055,0.104,1.689,0.031,0.67,0.043,1.068,6.17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
834,64,6,613272.92,7736013.0,1007.85,613266.25,7736011.29,996.06,CPFDC14004          ,61.452,75.103,613269.58,7736012.15,1001.96,0.553,0.094,66.377,0.118,1.908,0.034,0.6,0.03,1.156,7.569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
835,64,7,613266.25,7736011.29,996.06,613259.58,7736009.58,984.27,CPFDC14004          ,75.103,88.755,613262.91,7736010.44,990.17,0.711,0.092,65.414,0.089,2.202,0.047,0.741,0.036,1.367,17.491,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
836,64,8,613259.58,7736009.58,984.27,613252.91,7736007.88,972.48,CPFDC14004          ,88.755,102.407,613256.25,7736008.73,978.38,0.457,0.073,67.359,0.085,0.808,0.046,0.634,0.026,0.94,12.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
837,64,9,613252.91,7736007.88,972.48,613246.24,7736006.17,960.69,CPFDC14004          ,102.407,116.058,613249.58,7736007.02,966.59,0.173,0.057,68.798,0.083,0.247,0.041,0.419,0.017,0.728,16.115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
838,64,10,613246.24,7736006.17,960.69,613239.58,7736004.46,948.91,CPFDC14004          ,116.058,129.71,613242.91,7736005.31,954.8,0.207,0.039,68.9,0.107,0.114,0.037,0.416,0.02,0.631,24.226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
839,64,12,613237.97,7736004.05,946.06,613229.42,7736001.85,930.95,CPFDC14004          ,133.0,150.5,613233.69,7736002.95,938.51,0.265,0.07,66.6,0.195,1.275,0.031,0.605,0.03,0.71,9.885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
840,66,1,612881.58,7736219.55,1045.87,612876.05,7736218.18,1036.04,CPFDC14006          ,2.98,14.35,612878.81,7736218.86,1040.96,2.46,0.01,64.3,0.11,0.1,0.069,2.92,0.22,1.47,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
841,66,2,612876.05,7736218.18,1036.04,612871.13,7736216.96,1027.3,CPFDC14006          ,14.35,24.45,612873.59,7736217.57,1031.67,0.69,0.05,66.0,0.05,0.06,0.036,2.14,0.06,0.65,84.21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,HM,1,HM,True
842,66,4,612869.32,7736216.51,1024.1,612864.41,7736215.3,1015.37,CPFDC14006          ,28.15,38.245,612866.86,7736215.9,1019.74,1.041,0.01,66.089,0.05,0.088,0.07,2.086,0.086,1.339,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
843,66,5,612864.41,7736215.3,1015.37,612859.49,7736214.08,1006.64,CPFDC14006          ,38.245,48.34,612861.95,7736214.69,1011.0,1.259,0.025,65.909,0.05,0.294,0.06,2.138,0.122,1.315,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,HM,1,HM,True
